datetime_utc_booking,pickup_latitude,pickup_longitude
2023-09-09 07:17:10.829000 UTC,2.9015885,101.6710051
2023-09-09 05:42:13.731000 UTC,2.9320578,101.6811159
2023-09-09 03:10:31.655000 UTC,3.1710199,101.6979295
2023-09-09 06:26:52.838000 UTC,2.9675031,101.4528639
2023-09-09 00:39:42.122000 UTC,3.1454465906710229,101.71198381921162
2023-09-09 06:17:26.782000 UTC,2.756524,101.706001
2023-09-09 13:20:08.753000 UTC,2.747528,101.688926
2023-09-09 05:36:51.489000 UTC,2.7467488379800153,101.687699530126
2023-09-09 05:33:43.641000 UTC,2.7467488379800153,101.687699530126
2023-09-09 07:27:13.748000 UTC,3.1414824910491159,101.69060546914272
2023-09-09 09:16:53.316000 UTC,2.7397792333058879,101.68407507915182
2023-09-09 07:20:36.617000 UTC,2.754502,101.7039946
2023-09-09 23:33:18.064000 UTC,2.747528,101.688926
2023-09-09 23:41:20.635000 UTC,2.747528,101.688926
2023-09-09 23:37:28.945000 UTC,2.747528,101.688926
2023-09-09 11:24:42.563000 UTC,2.7444363,101.6845142
2023-09-09 09:28:00.698000 UTC,2.747528,101.688926
2023-09-09 04:49:24.745000 UTC,2.7453173202320897,101.6846636604979
2023-09-09 05:25:58.457000 UTC,2.7453278520102513,101.68469729390476
2023-09-09 00:02:13.763000 UTC,2.7451823,101.6847153
2023-09-09 07:37:20.066000 UTC,2.7448872,101.6845994
2023-09-09 07:34:02.560000 UTC,2.7449366,101.684604
2023-09-09 07:38:47.804000 UTC,2.7448872,101.6845994
2023-09-09 09:20:48.341000 UTC,2.7433284,101.6853259
2023-09-09 15:43:20.933000 UTC,2.747528,101.688926
2023-09-09 13:44:29.424000 UTC,2.7474332,101.6853167
2023-09-09 20:37:33.107000 UTC,3.0599252405264457,101.61676366826298
2023-09-09 01:24:48.727000 UTC,3.1374564,101.699824
2023-09-09 22:23:05.367000 UTC,3.1374820999999988,101.6641324
2023-09-09 03:30:25.604000 UTC,3.1006985,101.676317
2023-09-09 02:26:28.243000 UTC,3.1507407,101.7086647
2023-09-09 22:26:38.019000 UTC,3.1374820999999988,101.6641324
2023-09-09 08:00:32.318000 UTC,3.0254868,101.5741424
2023-09-09 07:55:04.684000 UTC,3.158689,101.7040495
2023-09-09 20:17:00.783000 UTC,3.06798719528283,101.6559197683931
2023-09-09 04:28:53.796000 UTC,3.0835507,101.4937972
2023-09-09 23:02:10.604000 UTC,3.1795362,101.6592927
2023-09-09 22:24:20.412000 UTC,3.1374820999999988,101.6641324
2023-09-09 05:13:48.476000 UTC,2.9984248,101.4680226
2023-09-09 21:36:16.899000 UTC,3.0012333,101.6201019
2023-09-09 21:33:36.529000 UTC,3.0012333,101.6201019
2023-09-09 21:31:16.756000 UTC,3.0012333,101.6201019
2023-09-09 21:32:27.685000 UTC,3.0012333,101.6201019
2023-09-09 21:28:17.906000 UTC,3.0012333,101.6201019
2023-09-09 21:37:34.988000 UTC,3.0012333,101.6201019
2023-09-09 15:14:14.731000 UTC,2.7386280835130763,101.68702591074772
2023-09-09 11:10:33.188000 UTC,2.7452163464337822,101.6844360847973
2023-09-09 11:07:50.234000 UTC,2.748182,101.688833
2023-09-09 11:14:26.192000 UTC,2.7452163464337822,101.6844360847973
2023-09-09 17:39:16.773000 UTC,2.755053,101.704084
2023-09-09 06:17:34.714000 UTC,3.07607869264392,101.76372455827212
2023-09-09 18:57:40.827000 UTC,3.1459470621865089,101.71405394145964
2023-09-09 00:22:36.575000 UTC,2.7447738,101.6847455
2023-09-09 00:16:34.146000 UTC,2.7434403,101.6857128
2023-09-09 11:48:54.028000 UTC,2.747528,101.688926
2023-09-09 11:52:34.815000 UTC,2.747528,101.688926
2023-09-09 02:39:22.961000 UTC,2.7453106,101.6847767
2023-09-09 06:40:47.275000 UTC,3.113143500000001,101.6647085
2023-09-09 04:00:47.502000 UTC,3.156308357787458,101.70868170191588
2023-09-09 22:58:40.672000 UTC,2.745601,101.6850959
2023-09-09 15:43:12.959000 UTC,2.748182,101.688833
2023-09-09 02:59:35.472000 UTC,2.7467488379800153,101.687699530126
2023-09-09 19:13:55.636000 UTC,2.742954959114797,101.6862334558498
2023-09-09 08:52:04.847000 UTC,3.1451172000000009,101.707632
2023-09-09 19:28:52.012000 UTC,2.7570488,101.6975111
2023-09-09 04:56:28.616000 UTC,2.747528,101.688926
2023-09-09 00:08:35.518000 UTC,2.756524,101.706001
2023-09-09 16:18:56.999000 UTC,2.7547762,101.7033132
2023-09-09 02:28:55.837000 UTC,2.756524,101.706001
2023-09-09 04:29:01.530000 UTC,2.756524,101.706001
2023-09-09 15:44:43.729000 UTC,2.747528,101.688926
2023-09-09 16:17:15.717000 UTC,2.7547762,101.7033132
2023-09-09 18:03:23.675000 UTC,2.748182,101.688833
2023-09-09 01:41:06.781000 UTC,2.756524,101.706001
2023-09-09 23:16:07.434000 UTC,2.747528,101.688926
2023-09-09 10:33:42.006000 UTC,2.7547982855036208,101.70365992806347
2023-09-09 05:54:39.491000 UTC,2.747528,101.688926
2023-09-09 02:18:42.584000 UTC,2.7549087,101.7048466
2023-09-09 14:17:30.843000 UTC,2.747528,101.688926
2023-09-09 15:19:06.272000 UTC,2.7449883,101.6846572
2023-09-09 14:48:51.043000 UTC,2.747528,101.688926
2023-09-09 04:30:23.996000 UTC,3.0321167,101.5701566
2023-09-09 20:31:18.299000 UTC,2.9286171999999988,101.654112
2023-09-09 20:54:10.697000 UTC,3.1340706314955113,101.7175594884648
2023-09-09 21:35:52.232000 UTC,3.1393447981120741,101.59799898470798
2023-09-09 07:02:31.011000 UTC,3.1444495121862421,101.70953633070906
2023-09-09 02:00:14.376000 UTC,3.1154258,101.6677846
2023-09-09 08:50:30.167000 UTC,2.9654063,101.5929017
2023-09-09 15:09:42.048000 UTC,3.0781004000000012,101.664981
2023-09-09 08:57:05.242000 UTC,2.7794185,101.6768964
2023-09-09 21:35:32.962000 UTC,3.1171213,101.7412184
2023-09-09 09:52:53.781000 UTC,3.1423006999999989,101.7098608
2023-09-09 22:47:24.521000 UTC,3.1538913,101.7221658
2023-09-09 09:09:03.277000 UTC,3.1111674,101.6852437
2023-09-09 14:44:58.844000 UTC,2.7444363,101.6845142
2023-09-09 02:31:56.381000 UTC,3.3870198,101.7762259
2023-09-09 03:34:58.308000 UTC,3.1724156,101.6596039
2023-09-09 03:15:36.583000 UTC,3.1618162,101.719787
2023-09-09 04:03:26.576000 UTC,3.2378844,101.6840385
2023-09-09 09:49:02.748000 UTC,3.4033765000000011,101.7831159
2023-09-09 09:49:12.227000 UTC,3.4033765000000011,101.7831159
2023-09-09 04:51:04.065000 UTC,3.3990512928025787,101.78227515900672
2023-09-09 20:50:13.820000 UTC,3.4232932,101.7925792
2023-09-09 09:49:35.828000 UTC,3.4243954,101.7966089
2023-09-09 04:02:04.444000 UTC,3.2378844,101.6840385
2023-09-09 09:41:20.641000 UTC,3.4243954,101.7966089
2023-09-09 06:09:07.547000 UTC,3.1584742,101.751702
2023-09-09 13:04:11.144000 UTC,5.9916728999999993,116.0810477
2023-09-09 15:20:02.824000 UTC,5.9715106155438029,116.06542145570108
2023-09-09 09:39:36.014000 UTC,5.9554469490441244,116.08494271623154
2023-09-09 09:30:30.028000 UTC,5.95545011494904,116.0849800010879
2023-09-09 09:35:48.654000 UTC,5.9554469490441244,116.08494271623154
2023-09-09 10:37:01.414000 UTC,5.9599994,116.0750775
2023-09-09 01:23:52.147000 UTC,5.9936665,116.1277008
2023-09-09 02:28:09.859000 UTC,5.85383,118.0505419
2023-09-09 15:34:17.947000 UTC,5.9715347216249635,116.06628688298321
2023-09-09 11:25:29.983000 UTC,4.4790803035762892,118.6135113985451
2023-09-09 11:11:40.295000 UTC,4.4790803035762892,118.6135113985451
2023-09-09 05:58:38.566000 UTC,5.9509687,116.0835574
2023-09-09 13:06:16.097000 UTC,5.988839,116.0783089
2023-09-09 00:09:23.547000 UTC,4.4405761008956119,118.60590023462936
2023-09-09 23:36:45.724000 UTC,5.9388888,116.0883145
2023-09-09 11:52:48.655000 UTC,5.9944332077404558,116.12887954995244
2023-09-09 02:38:21.964000 UTC,5.9799922999999993,116.1293437
2023-09-09 02:40:01.879000 UTC,5.9799922999999993,116.1293437
2023-09-09 09:01:54.971000 UTC,5.9342416580749431,116.07275773161614
2023-09-09 10:54:06.393000 UTC,5.8659075,118.0530053
2023-09-09 00:18:11.587000 UTC,4.4796777,118.6073794
2023-09-09 11:37:31.469000 UTC,5.9868304186633843,116.07631395055331
2023-09-09 04:08:02.193000 UTC,5.9612712000000014,116.0781506
2023-09-09 04:13:45.086000 UTC,5.961055,116.078157
2023-09-09 07:52:50.569000 UTC,5.9618618,116.0908167
2023-09-09 08:55:36.941000 UTC,5.9783792000000009,116.071022
2023-09-09 11:09:48.662000 UTC,5.9688047552536778,116.06553353380046
2023-09-09 00:10:48.671000 UTC,4.4405761008956119,118.60590023462936
2023-09-09 00:13:24.030000 UTC,4.4407083,118.6058032
2023-09-09 07:54:27.538000 UTC,5.9476866,116.0741004
2023-09-09 13:45:23.346000 UTC,2.2560732,111.9864797
2023-09-09 12:38:57.243000 UTC,1.5186783,110.3373822
2023-09-09 22:57:32.552000 UTC,1.5028432725009615,110.30182769204863
2023-09-09 10:11:34.461000 UTC,1.4873492,110.3414583
2023-09-09 08:58:27.337000 UTC,1.5602536,110.3455535
2023-09-09 06:32:50.466000 UTC,1.4875319,110.3418664
2023-09-09 06:16:09.003000 UTC,1.4697988814798011,110.32911556855672
2023-09-09 06:44:09.629000 UTC,1.5924143,110.3477219
2023-09-09 13:51:50.916000 UTC,2.2558939,111.9862936
2023-09-09 13:41:17.697000 UTC,2.2560348,111.9865565
2023-09-09 13:42:27.331000 UTC,2.2560348,111.9865565
2023-09-09 13:48:04.579000 UTC,2.2558939,111.9862936
2023-09-09 13:49:17.308000 UTC,2.2558939,111.9862936
2023-09-09 13:50:39.738000 UTC,2.2558939,111.9862936
2023-09-09 03:13:28.750000 UTC,3.1238357,113.0239071
2023-09-09 07:56:44.952000 UTC,1.4873492,110.3414583
2023-09-09 07:09:21.953000 UTC,1.5354356,110.3412766
2023-09-09 07:18:52.958000 UTC,1.5354356,110.3412766
2023-09-09 07:17:57.738000 UTC,1.5354356,110.3412766
2023-09-09 06:21:34.231000 UTC,1.5145897,110.3879327
2023-09-09 00:10:57.337000 UTC,1.5402391,110.3635024
2023-09-09 03:23:15.658000 UTC,1.4870036,110.3425092
2023-09-09 14:11:25.488000 UTC,1.5491583,110.3100833
2023-09-09 01:31:28.452000 UTC,4.3214749,113.9855867
2023-09-09 00:04:59.986000 UTC,1.5222874,110.3273082
2023-09-09 04:25:13.861000 UTC,1.5577559,110.3559855
2023-09-09 23:36:24.274000 UTC,3.1175088,101.7574064
2023-09-09 00:10:27.919000 UTC,2.7451736,101.6847045
2023-09-09 05:51:05.603000 UTC,2.7441384,101.6848763
2023-09-09 12:39:50.958000 UTC,2.755053,101.704084
2023-09-09 02:51:54.523000 UTC,2.7474332,101.6853167
2023-09-09 22:20:33.934000 UTC,2.7654774,101.6848869
2023-09-09 21:10:20.653000 UTC,3.0792316,101.5951156
2023-09-09 07:47:02.841000 UTC,3.1058712,101.5949051
2023-09-09 22:07:55.440000 UTC,3.0851119,101.6997371
2023-09-09 11:20:27.281000 UTC,2.9622583,101.7550786
2023-09-09 07:31:31.025000 UTC,3.0363600870298955,101.76449915565608
2023-09-09 13:44:55.790000 UTC,2.7883408,101.6785061
2023-09-09 11:14:23.565000 UTC,2.9563321,101.7284116
2023-09-09 07:25:22.385000 UTC,3.0363240139587182,101.76443503247738
2023-09-09 06:18:07.932000 UTC,3.0686316,101.7629156
2023-09-09 10:21:49.927000 UTC,3.1471937,101.7114942
2023-09-09 05:25:10.576000 UTC,2.9695345,101.591551
2023-09-09 11:45:52.190000 UTC,2.9130768,101.6548642
