hotel_reference_id,hotel_country,hotel_city,hotel_state_province,hotel_category,hotel_class
-7985106114383349124,PHILIPPINES,BAUANG,LA UNION,,
8737201826284862900,THAILAND,BUENG KAN,BUENG KAN,Hotel,2.5
3413931565785019872,THAILAND,BANGKOK,BANGKOK,,
-3290256843567255940,THAILAND,PHITSANULOK,PHITSANULOK,,
-3817745845685310920,THAILAND,PHUKET,,Hotel,3.0
260959816704667597,THAILAND,BANGKOK,BANGKOK,Hotel,4.0
-6054013151200337071,THAILAND,HAT YAI,SONGKHLA,Hotel,3.0
5135124369860428812,THAILAND,CHIANG SAEN,CHIANG RAI,Hotel,4.0
-5920227641664433660,THAILAND,KRABI,KRABI,,
7000331449435187671,THAILAND,KHON KAEN,KHON KAEN,Hotel,2.0
8962828308025726530,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,2.5
-2460890596709071377,THAILAND,BANGKOK,,Hotel,4.0
-2823436044508139887,THAILAND,KRABI,KRABI,Hotel,4.5
5041085559145355760,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,3.0
4003508455896004015,PHILIPPINES,CEBU,,Hotel,4.0
4385668653334556898,PHILIPPINES,MANILA,,Hotel,3.0
5716244831171582051,THAILAND,PHITSANULOK,PHITSANULOK,Hotel,3.0
-8245711191014413500,THAILAND,HAT YAI,SONGKHLA,Hotel,2.0
3388172444778642332,PHILIPPINES,MANILA,METRO MANILA,Hotel,3.0
7519033502506023462,PHILIPPINES,ANGOULEME,,Hotel,3.0
-6521739726582123377,THAILAND,SURAT THANI,SURAT THANI,Hotel,3.0
-5183026411699531451,PHILIPPINES,SIARGAO ISLAND,SURIGAO DEL NORTE,,
-6718799703856922443,THAILAND,PHUKET,PHUKET,Hotel,3.0
-7277903449061514074,PHILIPPINES,MANILA,,Hotel,3.0
1163004781260145827,THAILAND,BANGKOK,,Hotel,4.0
-479561237503827213,THAILAND,KHON KAEN,,Hotel,4.0
2893157323856102899,THAILAND,BANGKOK,BANGKOK,Hotel,4.5
204931849164384745,PHILIPPINES,BORACAY,,Hotel,5.0
7916123707930087440,THAILAND,PHUKET,PHUKET,Hotel,4.0
4062233063954743671,THAILAND,CHA-AM,PHETCHABURI PROVINCE,,
-4297374794730612175,THAILAND,NAKHON PHANOM,NAKHON PHANOM,,
-7489022763853217508,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
-7034598570875310975,PHILIPPINES,DAVAO,DAVAO,Hotel,2.0
-3401582371067798020,THAILAND,SATUN,SATUN,,
-4028045313821438346,THAILAND,PATTAYA,CHONBURI,Hotel,3.0
6080022944838485414,THAILAND,CHUMPHON,CHUMPHON,Hotel,3.0
-6000272356733390243,THAILAND,BANGKOK,BANGKOK,,
-5788776410510116718,THAILAND,RANONG,RANONG,,
1920800163557023627,THAILAND,PATTAYA,,Hotel,3.5
313976166758834864,THAILAND,THANYABURI,PATHUMTHANI,Hotel,3.5
-6417584815037885173,THAILAND,BANGKOK,,,
-2307937654407367436,THAILAND,CHA-AM,PHETCHABURI,Hotel,3.0
-15912669845199887,PHILIPPINES,PUERTO GALERA,MINDORO ORIENTAL,,
9007169884821089685,PHILIPPINES,CEBU,,Hotel,3.0
178880220728819714,THAILAND,CHIANG RAI,CHIANG RAI,Hotel,3.0
8884362815359289856,THAILAND,SI RACHA,,,
2929310354495335391,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
-425632099019100802,THAILAND,CHIANG RAI,CHIANG RAI,Hotel,4.0
-6858895058465648572,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
-6450783280208890075,THAILAND,BANGKOK,,Hotel,3.5
6233236537477391968,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
3400972637283251764,PHILIPPINES,MANILA,MANILA,,
4730292610920137265,PHILIPPINES,KALIBO,AKLAN,,
-3926377637505382816,THAILAND,HUA HIN / CHA-AM,PRACHUAP KHIRI KHAN,Hotel,4.0
983762300832388540,PHILIPPINES,PASAY,MANILA,,
904232251740710990,THAILAND,BANG PHLI,SAMUT PRAKAN,Hotel,5.0
-1405843934470489150,PHILIPPINES,BORACAY,,Hotel,3.0
-1013164555064327891,PHILIPPINES,QUEZON CITY,,,
3180535326123768144,THAILAND,BANGKOK,,Hotel,2.0
4440978128443265961,PHILIPPINES,CEBU,,Hotel,2.0
-8551770029745016832,PHILIPPINES,ILOILO,,Hotel,4.0
-2950562899483638191,PHILIPPINES,MANILA,METRO MANILA,,
8513995222416343646,THAILAND,CHIANG MAI,CHIANG MAI,,
8241983497462860744,PHILIPPINES,BORACAY ISLAND,AKLAN,Hotel,2.0
3118413183388786840,THAILAND,CHIANG MAI,,Hotel,5.0
-7447783883146328342,THAILAND,CHIANG MAI,CHIANG MAI,,
-6338988759686126686,THAILAND,LAMPANG,,Hotel,3.0
4113988593068245973,THAILAND,HAT YAI,SONGKHLA,Hotel,3.0
-3632547469833758332,THAILAND,CHIANG MAI,CHIANG MAI,,
8080488749436536213,THAILAND,HUA HIN / CHA-AM,PRACHUAP KHIRI KHAN,,
-2759318231265188862,THAILAND,KANCHANABURI,KANCHANABURI,Hotel,3.0
-8227744354716707933,THAILAND,KHAO CHAISON,,Hotel,2.5
2438849963133549649,THAILAND,UDON THANI,,,
-2734630967024993602,PHILIPPINES,MUNTINLUPA,MANILA,,
-2197090968740082688,THAILAND,THA YANG,PHETCHABURI,,
-6349848107654996817,PHILIPPINES,ROXAS CITY,,Hotel,3.0
4441150039335468230,THAILAND,NAKHON PHANOM,NAKHON PHANOM,Hotel,3.0
8322178266569043672,PHILIPPINES,MANILA,,Hotel,3.0
215259018555543990,THAILAND,BANGKOK,,Hotel,3.0
3967882078079081048,THAILAND,BANGKOK,,Hotel,5.0
-4526038961556022272,PHILIPPINES,BORACAY,,Hotel,2.0
6328613356575653536,THAILAND,BANGKOK,,Hotel,3.0
5305463407970174982,PHILIPPINES,MANILA,,Hotel,4.0
-6197482141889275125,THAILAND,BANGKOK,BANGKOK,Hotel,5.0
755358042412106483,PHILIPPINES,MANILA,,Hotel,5.0
-8096324593192529741,THAILAND,BANGKOK,,Hotel,4.0
7716498773730169871,THAILAND,UDON THANI,UDON THANI PROVINCE,,
5245543163459808514,THAILAND,CHIANG MAI,,Hotel,3.0
-2465347765096480210,THAILAND,BANGKOK,BANGKOK,Hotel,4.5
7182621969011755206,THAILAND,PHITSANULOK,PHITSANULOK,Hotel,4.0
7394129638346474806,THAILAND,KHON KAEN,KHON KAEN,Hotel,4.0
-7195660349423689230,PHILIPPINES,BORACAY,,Hotel,3.0
8457703704235868348,THAILAND,BANGKOK,BANGKOK,,
-1897636600300089859,THAILAND,KHON KAEN,KHON KAEN,Hotel,4.5
8376956145934860546,PHILIPPINES,MABALACAT CITY,PAMPANGA,Hotel,4.0
4936170198540135963,PHILIPPINES,BOHOL,,Hotel,3.0
-2026056697530504423,PHILIPPINES,MAKATI,,Hotel,3.0
-4579544565197914008,THAILAND,PHUKET,,Hotel,4.0
-721044693126327548,THAILAND,BANGKOK,,Hotel,5.0
-1517938202172780798,THAILAND,KRABI,,Hotel,4.0
9191169656971084383,PHILIPPINES,BATANGAS,,Hotel,3.0
-7856778356537083639,THAILAND,BANGKOK,BANGKOK,,
1562008269898584650,PHILIPPINES,BORACAY,,Hotel,3.0
-2772545836621778286,THAILAND,BANGKOK,,Hotel,3.0
-8592076980209424534,PHILIPPINES,BATANGAS CITY,,Hotel,3.0
-7198899474072907034,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
768534548185925082,THAILAND,SISAKET,SISAKET,Hotel,3.0
-8411555106299096300,PHILIPPINES,BORACAY,,Hotel,2.5
4221970256368428768,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,4.0
-2933674050217719429,THAILAND,SUPHAN BURI,SUPHAN BURI,Hotel,3.5
6131620524068525310,PHILIPPINES,BAGUIO,,Hotel,5.0
1739632883480094958,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
-2132816104226976549,PHILIPPINES,MANILA,,Hotel,3.0
3409398002604138997,THAILAND,BANGKOK,DMK,Hotel,2.5
3773706194774503032,PHILIPPINES,BORACAY,,Hotel,3.0
-5589504428765972195,THAILAND,TRANG,TRANG,Hotel,3.0
-2045673592339662630,PHILIPPINES,PALAWAN,,Hotel,3.0
-4709206352711124405,PHILIPPINES,MAKATI,,Hotel,3.0
9199769590992075998,THAILAND,KHAO YAI,NAKHON RATCHASIMA,Hotel,3.5
711437597914151005,THAILAND,BANGKOK,BANGKOK,Hotel,5.0
7095791358265943439,THAILAND,KOH SAMUI,SURAT THANI,,
-520580470764387635,THAILAND,SURATTHANI,SURAT THANI,,
-2761052888005312099,PHILIPPINES,PALAWAN,,Hotel,3.5
-4700809591631742999,PHILIPPINES,CAGAYAN DE ORO,,Hotel,3.0
-8699730222983026635,PHILIPPINES,MANILA,,Hotel,3.0
2391745837026621702,THAILAND,BANGKOK,BANGKOK,Hotel,5.0
-7129108286283914132,PHILIPPINES,PUERTO PRINCESA,PALAWAN,Hotel,2.0
-1458260500477758654,THAILAND,NONG KHAI,NONG KHAI,Hotel,2.0
-7402133776649273003,THAILAND,HAT YAI,SONGKHLA,Hotel,4.0
-5317518244448231724,THAILAND,BURIRAM,,Hotel,2.5
-3379323889013165664,PHILIPPINES,TACLOBAN,,Hotel,2.5
-2154322976213655194,PHILIPPINES,BORACAY,,Hotel,2.0
-7133352657795199082,THAILAND,HAT YAI,SONGKHLA,Hotel,2.0
-2625507883486317886,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,3.0
-8313579951442816355,THAILAND,SATTAHIP,,Hotel,4.0
-4612697553064413865,THAILAND,BANGKOK,,Hotel,3.0
-253235263945953855,PHILIPPINES,NAGA,CAMARINES SUR,Hotel,3.0
-2042952893926486932,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,2.5
5835896634595527284,THAILAND,BANGKOK,,Hotel,3.5
-5958550834100101082,THAILAND,CHIANG MAI,,Hotel,3.0
908847539778848842,PHILIPPINES,MANILA,,Hotel,5.0
-8130402590025688056,THAILAND,SATUN,SATUN,,
-8289726398949138190,THAILAND,BANGKOK,,Hotel,4.0
-801853203246534689,THAILAND,HAT YAI,,Hotel,3.0
2565122677816580311,THAILAND,CHIANG RAI,CHIANG RAI,Hotel,2.0
-2631854755802586785,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
2719424413158235936,THAILAND,BANGKOK,BANGKOK,Hotel,4.0
3825497589209747452,THAILAND,PATTAYA,CHONBURI,Hotel,4.0
-8432714913726423522,THAILAND,PATTAYA,CHONBURI,,
2146675312307129697,THAILAND,PHUKET,PHUKET,Hotel,2.5
2600396162102900697,THAILAND,BANGKOK,BANGKOK,,
2589641024504192309,PHILIPPINES,BORACAY ISLAND,AKLAN,Hotel,3.5
966326903209232857,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
-6710418166679303522,THAILAND,KO PHI PHI,KRABI,Hotel,3.5
-6035828199614335475,THAILAND,PATONG,PHUKET,,
952956730279891289,THAILAND,CHIANG MAI,,Hotel,3.0
8822823892435526823,THAILAND,HUA HIN,,,
3262493914877349975,THAILAND,BANGKOK,BANGKOK,,
-4365711459444684314,THAILAND,PHUKET,PHUKET,Hotel,3.0
-7632359268712640430,THAILAND,CHONBURI,,Hotel,3.0
-3800426789982687912,THAILAND,RAYONG,RAYONG,Hotel,3.0
-2401492576069463939,PHILIPPINES,DAVAO CITY,,Hotel,4.0
4850319094038541117,PHILIPPINES,BOHOL,,Hotel,3.0
2601076353911128227,THAILAND,PHUKET,,Hotel,4.0
5144967643448104441,THAILAND,BANGKOK,,Hotel,5.0
9066684182959836108,PHILIPPINES,MANILA,,Hotel,3.0
-5968343333296801561,THAILAND,PHUKET,,Hotel,5.0
7015561426130420426,THAILAND,HAT YAI,SONGKHLA,,
756580718809294020,PHILIPPINES,MANILA,METRO MANILA,Hotel,2.0
1008276122649128299,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,4.5
-7877391802473807130,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,3.0
-3371114728618110628,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
5399986631329191389,PHILIPPINES,BORACAY,,Hotel,4.0
3767172575757968044,THAILAND,PHITSANULOK,PHITSANULOK,Hotel,4.0
4063479098236448584,THAILAND,BURIRAM,,Hotel,3.0
4818057262540036130,THAILAND,SADAO,,Hotel,3.5
-6641926350740806200,THAILAND,BANGKOK,,Hotel,4.5
5048392954446779854,THAILAND,CHIANG MAI,CHIANG MAI,,
-4132456409422155888,THAILAND,HUA HIN,,Hotel,4.5
2003578148536763903,THAILAND,PATTAYA,,,
-1663460715904351622,THAILAND,KRABI,,Hotel,5.0
5771099667646099245,THAILAND,PHUKET,PHUKET,,
-747145004479546907,THAILAND,BANGKOK,BANGKOK,,
-8950146847278574684,THAILAND,HUA HIN,PRACHUAP KHIRI KHAN,Hotel,4.0
5754689797519887097,THAILAND,CHIANG MAI,,Hotel,2.0
8209808633261715305,THAILAND,SONGKHLA,SONGKHLA,Hotel,2.0
-5875288627119358576,THAILAND,CHIANG MAI,CHIANG MAI,,
-6003453221766319255,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,3.0
-2275338213210564175,THAILAND,PATTAYA,,Hotel,3.0
8024439671637481367,PHILIPPINES,BORACAY,,Hotel,3.5
-9187758870436657724,THAILAND,PA KLOK,PHUKET,Hotel,5.0
5642450203756347275,THAILAND,CHANTHABURI,CHANTHABURI,Hotel,3.0
-2594722153118712073,PHILIPPINES,MANILA,,Hotel,3.0
-903285803504733294,THAILAND,NAN,NAN,Hotel,3.0
-7573321092609053978,THAILAND,AYUTTHAYA,AYUTTHAYA,Hotel,3.0
6609503196779650807,PHILIPPINES,MANILA,METRO MANILA,Hotel,4.0
5795885546169903831,THAILAND,PHITSANULOK,PHITSANULOK,,
7921649667414090788,THAILAND,BETONG,YALA,,
-1685965561823863689,THAILAND,KO CHANG,TRAT,Hotel,3.0
8754516313452308590,THAILAND,HAT YAI,,Hotel,3.0
-4750896837069656801,THAILAND,BANGKOK,BANGKOK,Hotel,4.0
1745826881004324161,PHILIPPINES,BORACAY,,Hotel,3.0
4689324789329951551,THAILAND,CHIANG MAI,,Hotel,4.0
5139757292306240638,PHILIPPINES,MANILA,,Hotel,3.0
-1116995639110596916,PHILIPPINES,MANILA,,Hotel,3.0
5385228445075032588,PHILIPPINES,CEBU,,Hotel,3.0
7935328745331057247,PHILIPPINES,LAPU-LAPU,,Hotel,2.5
7502611160181136462,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,4.0
-6009046709558789189,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
-4502700640381498972,THAILAND,BANGKOK,BANGKOK,,
7651673735405467857,THAILAND,RAYONG,RAYONG,Hotel,3.0
8244742848812423802,PHILIPPINES,BORACAY,,Hotel,5.0
-3399870339793883307,THAILAND,KRABI,KRABI,,
3755755375859910685,THAILAND,SAMUT PRAKAN,SAMUT PRAKAN,Hotel,3.5
2808984796459942231,THAILAND,KO KRADAN,TRANG,Hotel,2.5
4025139970771052021,PHILIPPINES,CEBU,,Hotel,4.0
1240978458206730504,THAILAND,HUA HIN,PRACHUAP KHIRI KHAN,Hotel,4.0
6758088226951483740,THAILAND,BANGKOK,,Hotel,4.0
8686566696443172818,THAILAND,BANGKOK,,Hotel,4.0
5869454433041502095,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
-6709731101184420841,PHILIPPINES,BORACAY,,Hotel,5.0
4969917177997599381,THAILAND,NAKHON SI THAMMARAT,,Hotel,3.0
8422564131232278550,THAILAND,CHIANG MAI,CHIANG MAI PROVINCE,,
-1927583732090980473,THAILAND,PATTAYA,CHON BURI,Hotel,3.0
-3105415714216064789,PHILIPPINES,DAVAO,DAVAO,,
-6631635894076544474,THAILAND,KRABI,,Hotel,4.0
3152555092255272145,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
-6554431626538139634,THAILAND,PATONG,PHUKET,Hotel,2.5
1984775741885487445,THAILAND,BANGKOK,,Hotel,4.0
4513772806590737399,PHILIPPINES,CEBU,CEBU,Hotel,5.0
4671889099917129884,THAILAND,BANGKOK,BANGKOK,Hotel,5.0
2383418173960598471,THAILAND,NAKHON SI THAMMARAT,NAKHON SI THAMMARAT,Hotel,2.0
3215150295436365215,THAILAND,KO PHA-NGAN,SURAT THANI,Hotel,4.0
4521879186107740758,PHILIPPINES,PILI,NATIONAL CAPITAL REGION,Hotel,2.0
536944358331168243,THAILAND,PATTAYA,CHON BURI,Hotel,4.0
4296442364066482024,PHILIPPINES,BORACAY,,Hotel,4.0
-3187998785093917728,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
-2071163759553121270,THAILAND,BANGKOK,BANGKOK,Hotel,4.0
7079624763111097471,PHILIPPINES,MANILA,NATIONAL CAPITAL REGION,,
-9072720722932788759,THAILAND,CHIANG MAI,CHIANG MAI,,
-1383688582890822918,THAILAND,HAT YAI,SONGKHLA,Hotel,3.0
-7584538168083928496,PHILIPPINES,MANILA,,Hotel,2.0
-1342572880176472825,THAILAND,CHONBURI,,Hotel,3.0
331843022169015461,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,2.5
761339980388779452,THAILAND,NAKHON SI THAMMARAT,,,
4704699407575527650,PHILIPPINES,MANILA,METRO MANILA,Hotel,3.0
-8735878952095079453,PHILIPPINES,CEBU,,Hotel,3.5
6921848083260518799,THAILAND,BANGKOK,BANGKOK,Hotel,4.5
-8291235295290062680,THAILAND,PHUKET,,Hotel,5.0
3569560904609415821,THAILAND,PHANG NGA,,Hotel,4.0
1280410812102528945,PHILIPPINES,BALAMBAN,CEBU,Hotel,3.0
-5063898559898289993,THAILAND,BANGKOK,BNAGKOK,Hotel,4.0
3339929144841594310,PHILIPPINES,BAGUIO,,Hotel,3.0
6897539958806031268,THAILAND,UDON THANI,,Hotel,3.5
-7112507828259974820,THAILAND,BANGKOK,,Hotel,3.0
-2217789417884142466,THAILAND,NAKHON SAWAN,NAKHON SAWAN,Hotel,3.0
5555879312893698380,PHILIPPINES,ANGELES CITY,PAMPANGA,Hotel,3.0
-5115398793038325512,PHILIPPINES,BORACAY,,Hotel,3.5
-4303639204591192335,PHILIPPINES,PUERTO PRINCESA,,Hotel,3.5
-7709256944159715048,THAILAND,PAI,MAE HONG SON,Hotel,
-2462296201552085887,PHILIPPINES,PANGLAO,BOHOL,,
6893000954680535478,PHILIPPINES,CEBU,,Hotel,3.0
3170130235128750034,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
-3668509478583861180,THAILAND,KRABI,KRABI,Hotel,3.0
-2044273478099901727,THAILAND,PATTAYA,CHONBURI,Hotel,4.0
8213518227994153907,THAILAND,KOH LAN,CHONBURI,,
-361406621717117554,THAILAND,HAT YAI,,Hotel,3.0
1983996457267297911,THAILAND,BANG PHLI,SAMUT PRAKAN,Hotel,4.5
-6254062635694468897,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,3.0
1973851919191609423,THAILAND,SURAT THANI,SURAT THANI,Hotel,
5912726092179629155,THAILAND,CHIANG RAI,CHAING RAI,Hotel,2.5
