hotel_reference_id,hotel_country,hotel_city,hotel_state_province,hotel_category,hotel_class
-5520718583917535141,THAILAND,BURIRAM,BURIRAM,Hotel,4.0
3249724477665914238,THAILAND,BANGKOK,BANGKOK,Hotel,5.0
5777582298377027670,THAILAND,BANGKOK,BANGKOK,,
-8294600266134180515,THAILAND,KO PHA-NGAN,SURAT THANI,Hotel,3.0
1756169995989008913,THAILAND,NAKHON SI THAMMARAT,NAKHON SI THAMMARAT,Hotel,4.0
956347077586694871,PHILIPPINES,BAGUIO,BENGUET,Hotel,3.0
5216124204153034289,THAILAND,CHIANG MAI,,Hotel,4.0
2538713426096944831,THAILAND,BANGKOK,,Hotel,3.5
-8524212937278555044,THAILAND,BANGKOK,BANGKOK,Hotel,5.0
599041603839993044,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
-169170883656221798,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
6540797623207836108,PHILIPPINES,CEBU,,Hotel,3.0
-5320781424327008873,PHILIPPINES,PASAY,METRO MANILA,Hotel,3.0
4444751195033758208,THAILAND,CHIANG RAI,MUANG,Hotel,4.5
-3801806733955737294,THAILAND,PATTAYA,CHON BURI,,
-8363282094379896006,THAILAND,BANGKOK,BANGKOK,Hotel,4.0
-3411091744074928856,THAILAND,BANGKOK,BANGKOK,,
-8638737540108667874,THAILAND,KARON,PHUKET,,
2233950267816000136,THAILAND,NAKHON RATCHASIMA,,,
-425470422874575615,THAILAND,CHIANG MAI,,Hotel,4.0
1761062605505698241,THAILAND,BANGKOK,BANGKOK,,
-1665204550491394425,THAILAND,PATTAYA,CHON BURI,,
-6600767667662570088,PHILIPPINES,CAGAYAN DE ORO,NORTHERN MINDANAO,Hotel,3.0
5721074734589233454,THAILAND,PATTAYA,CHONBURI,Hotel,3.5
1271137538886213607,PHILIPPINES,TABACO CITY,ALBAY,Hotel,3.0
5429125362495412817,PHILIPPINES,BORACAY ISLAND,AKLAN,Hotel,4.0
6071424573090144656,THAILAND,PHUKET,,Hotel,5.0
-407422115694014976,THAILAND,PATONG,PHUKET,,
5964632801562916946,THAILAND,BANGKOK,BANGKOK,,
-3779367593397497860,PHILIPPINES,CEBU,,Hotel,3.0
6264687403985562396,PHILIPPINES,MANILA,,Hotel,4.0
-309613542236442589,THAILAND,CHIANG MAI,CHIANG MAI,,
4771353482564122856,THAILAND,BANGKOK,BANGKOK,Hotel,5.0
-3110901941998620867,THAILAND,PHUKET,,Hotel,5.0
3312780500522223725,THAILAND,HAT YAI,,Hotel,3.0
413956821368044324,PHILIPPINES,PASAY,MANILA,,
4233853797387906733,PHILIPPINES,BORACAY,,Hotel,3.0
5610815549032093203,THAILAND,CHIANG MAI,CHIANG MAI,,
8400278565434744667,THAILAND,PHUKET,PHUKET,,
6998386860173259993,THAILAND,PHUKET,,Hotel,4.0
8126040312501233881,THAILAND,BANGKOK,,,
2352167895176462774,PHILIPPINES,CEBU,,Hotel,3.0
-6365667521132849935,THAILAND,KRABI,,Hotel,5.0
1079509562324059292,THAILAND,CHONBURI,CHON BURI,Hotel,3.5
6591288387655770488,THAILAND,PATTAYA,,Hotel,5.0
5722737355924416253,PHILIPPINES,MORONG,BATAAN,Hotel,3.0
1759115325623130810,THAILAND,BANGKOK,,Hotel,3.5
2899506675763577680,PHILIPPINES,PASAY,MANILA,Hotel,5.0
-7287554221463070077,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,3.5
5484585677647669618,THAILAND,BANG PHLI,BANGKOK,Hotel,4.0
-8093907882846815129,THAILAND,NAKHON RATCHASIMA,NAKHONRATCHASIMA,,
656026502154088490,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
-1622241724448612989,PHILIPPINES,MANILA,,Hotel,3.5
1387270578378135509,THAILAND,BANGKOK,BANGKOK,Hotel,4.0
8583006480659552417,PHILIPPINES,MANILA,,Hotel,4.0
-6461028090265325753,THAILAND,CHIANG MAI,,Hotel,5.0
6863386756907729447,PHILIPPINES,MANILA,,Hotel,3.0
-8331715157359125174,THAILAND,KRABI-AO NANG,,Hotel,4.0
-6453161059534024718,THAILAND,CHIANG MAI,,Hotel,4.0
-5513554855391447716,PHILIPPINES,QUEZON CITY,NATIONAL CAPITAL REGION,Hotel,3.0
-181326112620142892,THAILAND,KO PHI PHI,KRABI,,
-4356218472964190302,THAILAND,PATTAYA,CHONBURI,Hotel,3.5
-7850102924233360897,PHILIPPINES,BORACAY ISLAND,MALAY AKLAN,Hotel,3.5
-4909741187520618217,THAILAND,CHIANG MAI,,Hotel,3.0
-5248862968787870154,PHILIPPINES,PALAWAN,,Hotel,4.0
4408916337590353664,PHILIPPINES,MANILA,,Hotel,3.0
3583121617987672321,THAILAND,PATTAYA,CHONBURI,Hotel,3.5
-1357480508950625487,PHILIPPINES,DAVAO CITY,DAVAO DEL SUR,Hotel,4.0
560307597135953700,PHILIPPINES,MANILA,METRO MANILA,,
7906605410494910168,THAILAND,KHAO KHO,PHETCHABUN,Hotel,3.5
4378224016860353941,THAILAND,BANGKOK,BANGKOK,Hotel,5.0
7951027440178151753,THAILAND,CHIANG MAI,,Hotel,5.0
8931761861764277321,THAILAND,PATTAYA,CHON BURI,Hotel,4.0
4528232510100930252,THAILAND,KRABI,KRABI,Hotel,3.0
-5051956540658440927,THAILAND,LAMPANG,LAMPANG,Hotel,3.0
-4693240193604575509,THAILAND,BANGKOK,BANGKOK,Hotel,4.0
-678854856536153720,THAILAND,HAT YAI,,Hotel,3.0
-7876287314931754240,THAILAND,PATONG,PHUKET,Hotel,4.0
6356208921913663446,THAILAND,KHANOM,NAKHON SI THAMMARAT,Hotel,2.5
341348328577765051,THAILAND,CHIANG MAI,,Hotel,3.5
-782834480476674626,PHILIPPINES,MAKATI,,,
-7659858032871118197,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
4654775088626566273,THAILAND,HUA HIN,PRACHUAP KHIRI KHAN,Hotel,4.0
446331410876112593,PHILIPPINES,TAGAYTAY,,Hotel,3.0
-5555932792209220214,THAILAND,SURAT THANI,,,
-3522127540036772391,THAILAND,CHUMPHON,,Hotel,3.0
2222358893750646042,THAILAND,LA-NGU,SATUN,Hotel,3.0
8383326235104703761,PHILIPPINES,BORACAY,,Hotel,5.0
5090664757798576829,THAILAND,KO PHA-NGAN,SURAT THANI,Hotel,3.0
-851057816116416623,THAILAND,RAYONG,,,
433167767021237547,THAILAND,HAT YAI,,Hotel,3.0
2499094006620135844,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
6343116517772888743,THAILAND,BANGKOK,,,
-1536460380785038513,THAILAND,BANGKOK,BANGKOK,,
-7369907852297702712,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
-5770597338652627184,THAILAND,KRABI,KRABI,,
-1255793959768336978,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
-7617348473583314944,THAILAND,BANGKOK,,Hotel,3.5
-1052149363033874466,PHILIPPINES,KALIBO,AKLAN,Hotel,2.5
2013952608488389104,PHILIPPINES,CEBU,,Hotel,3.0
-4286874164762809781,THAILAND,BANGKOK,BANGKOK,,
1970598869642344082,THAILAND,PATTAYA,CHON BURI,Hotel,4.0
-5523965291368404998,PHILIPPINES,BORACAY ISLAND,AKLAN,,
-5053986562119476256,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
193993813443423701,PHILIPPINES,BORACAY ISLAND,AKLAN,Hotel,2.0
-1166655135159327576,PHILIPPINES,CAUAYAN,ISABELA,Hotel,3.5
-2544791881630435794,THAILAND,BANGKOK,,,
7087715501121060006,THAILAND,ROI ET,ROI ET,Hotel,3.0
-1169946461813415034,THAILAND,RAYONG,RAYONG,Hotel,3.5
6017403295914378416,PHILIPPINES,MANILA,,Hotel,3.0
3124417636369589633,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
-437433458950083584,THAILAND,BANGKOK,,,
8879056281014879187,PHILIPPINES,BORACAY,,Hotel,4.0
790437739302940668,THAILAND,CHIANG MAI,,Hotel,2.0
-3755426633365904390,THAILAND,KHON KAEN,KHON KAEN,Hotel,5.0
-7805553048036443487,THAILAND,BANGKOK,,,
7022623196104012498,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
-8550250530936143,THAILAND,PATONG,PHUKET,Hotel,4.0
-6350227158934794045,PHILIPPINES,MANILA,,Hotel,5.0
-2994156081680273358,PHILIPPINES,MANILA,,Hotel,4.0
-7215221645073518573,THAILAND,BANGKOK,,Hotel,5.0
1367942573966954216,THAILAND,CHIANG MAI,CHIANG MAI,,
6919846432576725280,THAILAND,HAT YAI,SONGKHLA,Hotel,3.5
5961721995067513403,THAILAND,BANGKOK,,,
-4252664505962903241,THAILAND,BANGKOK,,Hotel,3.0
-7183903585401146867,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
-3546395849105743178,PHILIPPINES,MANILA,,Hotel,
-2031241297536397817,THAILAND,BANGKOK,,Hotel,4.5
-106347236843919935,THAILAND,PHUKET,,Hotel,4.0
1112057068758487502,PHILIPPINES,MANILA,,Hotel,3.0
1900444825527198297,THAILAND,PHITSANULOK,PHITSANULOK,Hotel,4.5
8498600141575692010,PHILIPPINES,DAVAO CITY,,Hotel,3.5
-6448129854186090593,THAILAND,SURAT THANI,SURAT THANI,Hotel,2.5
-6482922049130823434,THAILAND,UDON THANI,UDON THANI,Hotel,4.0
-6549805216913137963,PHILIPPINES,MANILA,,Hotel,3.0
2147788045027786694,THAILAND,UDON THANI,,Hotel,3.0
-2695382363206635704,THAILAND,BANGKOK,,Hotel,5.0
-2889175200254866819,THAILAND,BANGKOK,BANGKOK,Hotel,4.0
-3655603489354580548,THAILAND,PHUKET,PHUKET,Hotel,4.0
95435208182532083,THAILAND,HAT YAI,SONGKHLA,Hotel,4.0
-8772809674767610010,PHILIPPINES,TAGAYTAY,CAVITE,,
-1653382830964456455,THAILAND,BANGKOK,,,
-7889600639305358152,THAILAND,CHIANG MAI,,Hotel,4.0
-3821390232403336326,THAILAND,CHIANG MAI,CHIANG MAI,,
5826644684423694294,PHILIPPINES,MANILA,,Hotel,4.0
-4600209161202875824,THAILAND,PATONG,PHUKET,Hotel,4.0
-283543979750759667,THAILAND,RAWAI,PHUKET,Hotel,4.0
221920491553314516,THAILAND,BANGKOK DON MUANG AIRPORT,,Hotel,4.0
3010203463610954122,THAILAND,SA KHU,PHUKET,Hotel,3.0
-5888431889012784879,THAILAND,BANGKOK,,Hotel,4.0
52892440909574079,THAILAND,KARON,PHUKET,Hotel,4.0
6402170564754205858,PHILIPPINES,TACLOBAN,LEYTE,Hotel,3.0
-4598516839827459653,THAILAND,MAI KHAO,PHUKET,Hotel,3.0
-3608547225024296126,THAILAND,LOP BURI,,Hotel,3.5
6203965748941529932,THAILAND,NAKHON SAWAN,NAKHON SAWAN,Hotel,4.5
-8383974060650313533,THAILAND,BANGKOK,,Hotel,3.0
2358707549474510871,THAILAND,BANGKOK,,Hotel,3.0
5956787191972010114,THAILAND,KRABI-AO NANG,,Hotel,4.0
-6213418801946970827,PHILIPPINES,MANILA,,Hotel,3.0
-7400984427299480888,THAILAND,NAKHON PHANOM,NAKHON PHANOM,,
6245395660978434828,THAILAND,BANGKOK,THAILAND,Hotel,3.0
7129446470264699451,PHILIPPINES,TAGAYTAY,,Hotel,3.0
3159923279504028796,PHILIPPINES,PUERTO PRINCESA,PALAWAN,Hotel,3.0
-6640815512837600810,PHILIPPINES,MANILA,,Hotel,2.0
191129185743086290,THAILAND,PATONG,PHUKET,,
7025760310863741474,THAILAND,PAK CHONG,NAKHON RATCHASIMA,Hotel,4.0
6849521624177673488,THAILAND,BANGKOK,BANGKOK,Hotel,4.0
-1244742325449281576,THAILAND,HAT YAI,SONGKHLA,Hotel,3.5
7654972187623982155,PHILIPPINES,MAKATI CITY,,Hotel,4.0
-5962432539004164778,PHILIPPINES,MAKATI,,Hotel,2.5
-462253234774031513,THAILAND,CHOENG THALE,PHUKET,Hotel,5.0
3488509422163988417,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
7517381337780181142,PHILIPPINES,DAVAO,DAVAO,Hotel,4.0
2041587842242208960,THAILAND,BANGKOK,BANGKOK PROVINCE,,
476034888709201157,THAILAND,BANGKOK,,Hotel,4.5
-7909876507083383880,THAILAND,KO YAO,PHANG NGA,Hotel,3.5
3421830306840163739,PHILIPPINES,MANILA,,Hotel,3.0
7952700653608647136,THAILAND,HAT YAI,SONGKHLA,Hotel,3.0
2469844972787061615,THAILAND,SURAT THANI,,Hotel,3.0
3274256453446995510,THAILAND,PRACHUAB KHIRI KHAN,,Hotel,5.0
8635150998889010870,THAILAND,UBON RATCHATHANI,,Hotel,4.0
-5481020378054988486,PHILIPPINES,BORACAY,,Hotel,3.0
2670605305013630534,THAILAND,RATCHABURI,RATCHABURI,Hotel,3.0
-566324490432911821,THAILAND,KRABI-AO NANG,,Hotel,4.0
-1599008598644538658,THAILAND,PATTAYA,CHON BURI,Hotel,4.0
-2829262057569652324,PHILIPPINES,BORACAY ISLAND,AKLAN,Hotel,4.0
4404228373860500130,THAILAND,HAT YAI,SONGKHLA,Hotel,2.0
6296940604802416595,THAILAND,PATTAYA,CHONBURI,Hotel,5.0
5851174876115541624,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,4.0
-4377669731821994349,THAILAND,BANGKOK,BANGKOK,,
8997680578766282359,PHILIPPINES,TACLOBAN CITY,NORTHERN LEYTE,,
-5483976861972096046,THAILAND,KAMALA,PHUKET,Hotel,4.0
6006640221678230123,THAILAND,PATONG,PHUKET,Hotel,3.0
-4525779414950087735,THAILAND,KANCHANABURI,KANCHANABURI,Hotel,4.0
-1871811182289039186,THAILAND,PATTAYA,CHON BURI,Hotel,2.0
-670684352055066801,THAILAND,PATTAYA,,Hotel,4.0
5139740253522412753,THAILAND,CHIANG MAI,,Hotel,3.0
-4483734678349755195,THAILAND,NAN,,Hotel,3.0
2035570823860204586,THAILAND,BANGKOK,,Hotel,3.0
5966237005559081369,THAILAND,CHIANG MAI,CHIANG MAI,,
3540850887400270392,THAILAND,PRACHUAB KHIRI KHAN,,Hotel,5.0
-1444856618395786879,THAILAND,PRACHUAB KHIRI KHAN,,Hotel,5.0
2188225314223905033,THAILAND,BANGKOK,BANGKOK,Hotel,4.0
881028961736467027,PHILIPPINES,ILOILO,,,
-1372994885302956906,THAILAND,SAM ROI YOT,PRACHUAP KHIRI KHAN,Hotel,3.0
5976453863834524440,THAILAND,SUKHOTHAI,SUKHOTHAI,Hotel,2.0
-7783232459525398775,THAILAND,HAT YAI,SONGKHLA,Hotel,3.5
-8231486664418474891,THAILAND,BANGKOK,,,
2825385374057398756,THAILAND,KRABI,,Hotel,3.0
4114345559364806206,THAILAND,HAT YAI,SONGKHLA,Hotel,2.5
4777142652369629194,PHILIPPINES,DAVAO CITY,DAVAO DEL SUR,Hotel,2.0
5285456349554767062,THAILAND,BANGKOK,BNAGKOK,,
-7294142542384640696,PHILIPPINES,CALOOCAN,MANILA,Hotel,2.0
8155053091523792963,PHILIPPINES,SIQUIJOR,,Hotel,4.0
-7645288627913766610,PHILIPPINES,BORACAY,,Hotel,3.0
3956048515517878866,THAILAND,BANGKOK,,,
-7577240494021566293,THAILAND,PHUKET,PHUKET,Hotel,5.0
695936266523584540,THAILAND,CHA-AM,PHETCHABURI,,
-5641787536148770220,PHILIPPINES,PANGLAO,BOHOL,Hotel,3.0
-6436671884832473130,THAILAND,BANGKOK,,Hotel,3.0
7693639803695999267,THAILAND,BANGKOK,,,
5945945478725947290,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
-3530707196661742982,THAILAND,SIRINDHORN,,Hotel,2.5
-1094366271473452321,PHILIPPINES,CEBU,,,
-2693878558193461820,THAILAND,PATTAYA,,Hotel,4.0
-9160089412485982473,THAILAND,PRACHUAP KHIRI KHAN,PRACHUAP KHIRI KHAN,Hotel,3.0
-847307373519002299,PHILIPPINES,CEBU,,Hotel,3.0
3337843214368803402,THAILAND,LAM LUK KA,PATHUM THANI,Hotel,4.0
8102272022310276419,THAILAND,KO YAO,PHANG NGA,Hotel,4.0
1824049682705515513,THAILAND,BANGKOK,,,
-5648307999556391302,THAILAND,BANGKOK,,,
2518653659598819624,PHILIPPINES,ILOILO,,Hotel,3.0
5222519126722801376,THAILAND,NAKHON PHANOM,NAKHON PHANOM,Hotel,4.0
-2674115740893814942,THAILAND,PHUKET,,Hotel,4.0
7831038829457279506,THAILAND,BANGKOK,BANGKOK,Hotel,2.5
5783177637246102537,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,3.5
-604394727642441012,THAILAND,TAK,TAK,Hotel,3.0
-531891983311484856,THAILAND,KOH SAMET,RAYONG,,
4136383620564138306,THAILAND,LOP BURI,,Hotel,3.0
-2467569065806077432,THAILAND,NAKHON RATCHASIMA,,Hotel,5.0
-7951512669643186645,THAILAND,PATTAYA,,Hotel,3.0
4568285918837563358,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,4.5
7271762589110377355,THAILAND,PHUKET,,Hotel,4.0
-7691581806053615521,THAILAND,SUKHOTHAI,SUKHOTHAI,,
-664828145334017219,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
7382209886308973719,PHILIPPINES,MANILA,METRO MANILA,,
5368819254562734491,THAILAND,BANGKOK,BANGKOK,Hotel,4.0
-1480056346096827635,THAILAND,PATTAYA,CHONBURI,Hotel,3.5
-8105523327461850792,THAILAND,PHUKET,PHUKET,Hotel,3.0
-94869790325898634,PHILIPPINES,BAGUIO,,Hotel,3.5
-1229722329210389579,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
3884282891783377009,THAILAND,CHIANG MAI,,Hotel,5.0
4282575659592944643,THAILAND,BANGKOK,BANGKOK,,
4884351646108417109,THAILAND,NAKHON PHANOM,,,
5450665922497502956,THAILAND,RAYONG,RAYONG,Hotel,3.5
2832438822085793404,THAILAND,CHIANGKHAN,,Hotel,2.5
-5374820052407349986,THAILAND,BANGKOK,,Hotel,4.0
3646004758986172889,THAILAND,HUA HIN / CHA-AM,PRACHUAP KHIRI KHAN,Hotel,4.0
790750229260657265,THAILAND,KARON,,,
59034102370385688,THAILAND,PHANG NGA,,Hotel,5.0
-7055862889851959993,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
108117689290249122,PHILIPPINES,PUERTO PRINCESA,PALAWAN,Hotel,3.0
-609661530938040666,THAILAND,NAKHONRATCHASIMA,NAKHON RATCHASIMA,Hotel,3.0
75397394918087191,PHILIPPINES,LAPU-LAPU,CEBU,,
7775379287338470069,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
3994808480208160181,PHILIPPINES,MAKATI CITY,,Hotel,5.0
-4780127854900839339,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,3.0
-7342897186520437815,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
8215538997586423855,THAILAND,KRABI,KRABI,Hotel,3.0
5892096455195700775,THAILAND,BANGKOK,,Hotel,3.5
-7680210628543593301,THAILAND,RAYONG,RAYONG,Hotel,3.0
-5373166428992113704,THAILAND,BANG PHLI,SAMUT PRAKAN,Hotel,3.5
-2657168648599434872,THAILAND,BANGKOK,BANGKOK,,
3482627179678496876,PHILIPPINES,BORACAY ISLAND,AKLAN,,
-3777571626687186223,THAILAND,NAKHON SI THAMMARAT,NAKHON SI THAMMARAT,Hotel,3.0
3117832470554594531,THAILAND,BANGKOK,,Hotel,4.0
-9147160726963730908,THAILAND,BANGKOK,BANGKOK,Hotel,2.0
-5916482907911407242,PHILIPPINES,BATANGAS,,Hotel,3.0
5055256591173534866,PHILIPPINES,MANILA,,Hotel,3.0
-7164431238639581540,THAILAND,BANGKOK,BANGKOK,,
-6989218450649013405,PHILIPPINES,KALIBO,AKLAN,Hotel,3.0
8732095729644405822,THAILAND,HAT YAI,SONGKHLA,,
6404189139301357712,THAILAND,SONGKHLA,SONGKHLA,,
-3929877914410746724,PHILIPPINES,MANILA,METRO MANILA,,
6521332192214986855,THAILAND,NAN,THAILAND,Hotel,3.0
-1182989022850370102,THAILAND,PATTAYA,CHONBURI,Hotel,4.0
-8098073089961614405,THAILAND,KRABI,,Hotel,5.0
-5221957917829063697,PHILIPPINES,ZAMBOANGA,,Hotel,3.5
-6439422954791693200,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
8079372465866555322,PHILIPPINES,DAVAO,,Hotel,3.5
-7097530396336036601,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
743189959039405719,PHILIPPINES,DUMAGUETE,,Hotel,2.0
7873978368051845872,THAILAND,BANGKOK,BANGKOK,,
6722852666624734648,THAILAND,PATTAYA,CHONBURI,,
3214630018616562523,PHILIPPINES,DAVAO CITY,,Hotel,2.0
7741119513899810641,THAILAND,PATTAYA,CHONBURI,,
-4981230490123405638,PHILIPPINES,MANILA,,Hotel,3.5
-6610593540188142194,PHILIPPINES,CEBU,,Hotel,3.0
-6981495694183246512,THAILAND,BANGKOK,BANGKOK,,
8926297234477101338,PHILIPPINES,LIAN,BATANGAS,Hotel,4.0
1351967119363497617,THAILAND,CHIANG MAI,THAILAND,Hotel,3.5
-692105348923874887,PHILIPPINES,DAVAO,DAVAO,,
-4369872704456119293,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
7012628924356413101,PHILIPPINES,BORACAY ISLAND,AKLAN,Hotel,3.0
2230980271296331984,THAILAND,BANGKOK,,Hotel,3.5
4971850445638178218,THAILAND,KHON KAEN,KHON KAEN,Hotel,3.0
3806893896384264961,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
721904240164485502,PHILIPPINES,TACLOBAN,LEYTE,Hotel,3.0
3624582104947428883,PHILIPPINES,BORACAY,,Hotel,4.0
8466469830024360297,PHILIPPINES,MANILA,,Hotel,4.0
-4428540635810622433,THAILAND,BANGKOK,BANGKOK,Hotel,5.0
-3341880028324502892,THAILAND,CHIANG MAI,,Hotel,4.0
3581998159056921123,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
583498146141240055,THAILAND,CHIANG RAI,CHIANG RAI,Hotel,3.0
2306461984233938608,PHILIPPINES,CEBU,,Hotel,3.0
-7861797788294333949,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
5055465943392869665,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,3.0
-4090819610413778811,PHILIPPINES,PASAY,MANILA,Hotel,3.0
-2089954011717162506,PHILIPPINES,MAKATI,,Hotel,3.0
449421456644158784,THAILAND,PATTAYA,CHONBURI,,
3398130636632730203,PHILIPPINES,CEBU,,Hotel,3.0
-8524679488370531088,PHILIPPINES,BORACAY,,Hotel,3.0
-2092998642088583244,PHILIPPINES,BORACAY,,Hotel,2.0
-1145235135540674279,THAILAND,TRAT,,Hotel,4.0
-3407108871720746178,THAILAND,TAK,,Hotel,3.0
-1473954738287351669,THAILAND,CHIANG MAI,CHIANG MAI,,
7988702742588155373,PHILIPPINES,VALENZUELA,MANILA,Hotel,2.5
-8598725734196802293,PHILIPPINES,BORACAY,,Hotel,3.5
-3785665899845186932,THAILAND,NARATHIWAT,NARATHIWAT,Hotel,3.0
-6075092039188979052,THAILAND,CHIANGKHAN,LOEI,Hotel,2.5
4104270588572028558,PHILIPPINES,BACOLOD,NEGROSS OCCIDENTAL,Hotel,2.5
-4834589562989568115,PHILIPPINES,BORACAY,,Hotel,4.0
4322892250210380971,THAILAND,HAT YAI,SONGKHLA,Hotel,3.0
8195805241588186479,THAILAND,HAT YAI,SONGKHLA,,
-7891595763383391123,PHILIPPINES,ILOILO,ILOILO,Hotel,4.0
2850479815753740930,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
-3322880681817933157,THAILAND,SURAT THANI,SURAT THANI,Hotel,3.0
-1175855703327238651,THAILAND,HAT YAI,SONGKHLA,Hotel,3.5
6898154572426502236,THAILAND,KANCHANABURI,,Hotel,3.5
-4999153357969148020,THAILAND,BANGKOK,,Hotel,2.5
6531082759491475039,THAILAND,BANGKOK,,Hotel,2.0
-6199862068080978825,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,3.0
2245160508323769232,THAILAND,BANGKOK,BANGKOK,Hotel,5.0
9077063098608006326,PHILIPPINES,MANILA,,Hotel,3.0
-5714292079316915061,PHILIPPINES,PASIG,MANILA,Hotel,3.0
-6988453761242031952,THAILAND,KO KOOD,TRAT,Hotel,4.5
2323310562865025266,PHILIPPINES,MANILA,,Hotel,4.0
1831440885023195357,THAILAND,KOH LAN,CHONBURI,,
-8173199137282295356,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
-5585166199975325176,THAILAND,CHIANG RAI,CHIANGRAI,Hotel,3.0
-3543540143726546574,THAILAND,TRANG,TRANG,,
-4983858183719255450,THAILAND,SURAT THANI,SURAT THANI,Hotel,3.5
-1486304353039952769,THAILAND,HAT YAI,SONGKHLA,Hotel,3.0
1477624673147774447,PHILIPPINES,CAGAYAN DE ORO,,Hotel,3.5
-5098262822299239341,THAILAND,PAI,MAE HONG SON,,
1704495694606293649,THAILAND,KRABI,,Hotel,4.0
-7945593507945594609,PHILIPPINES,ANGELES CITY,PAMPANGA,Hotel,2.5
-7730873809652860714,THAILAND,UDON THANI,UDON THANI,,
-7500814629314038933,THAILAND,KO PHI PHI,KRABI,Hotel,3.5
4037097431650415409,THAILAND,UDON THANI,UDON THANI,Hotel,3.0
-5677841432789267936,THAILAND,PHUKET,,Hotel,2.0
3794688525130353372,THAILAND,NONTHABURI,NONTHABURI,Hotel,2.5
-2543768626787461460,THAILAND,BANGKOK,BANGKOK,Hotel,3.5
-6334873600179773798,THAILAND,SATUN,SATUN,Hotel,3.5
-3796932650612283754,THAILAND,BANGKOK,BANGKOK,Hotel,4.0
2563987086136686841,THAILAND,KO PHA-NGAN,SURAT THANI,Hotel,3.0
-4270104125932207875,THAILAND,CHIANG MAI,CHIANG MAI,,
-1761149300873074465,PHILIPPINES,KALIBO,AKLAN,,
-4376612133982327962,PHILIPPINES,ILOILO,,Hotel,4.0
5127192503273414134,THAILAND,KO YAO,,Hotel,2.5
8092731862449730749,THAILAND,HAT YAI,SONGKHLA,Hotel,3.0
-8119098737072035859,THAILAND,KRABI-AO NANG,,Hotel,4.0
-6455568928715961997,THAILAND,PAI,MAE HONG SON,Hotel,3.0
-5012850663417059854,THAILAND,KOH SAMUI,,Hotel,5.0
8437521702094724255,THAILAND,SURAT THANI,SURAT THANI,Hotel,2.5
1257330609811772584,THAILAND,PATTAYA BEACH,,Hotel,3.0
8891488395390619133,PHILIPPINES,MANILA,,,
4302145753187648915,THAILAND,CHIANG MAI,CHIANG MAI,,
-1392600241231723380,PHILIPPINES,CEBU,CENTRAL VISAYAS,Hotel,1.0
-175357497826990721,THAILAND,UDON THANI,UDON THANI,Hotel,3.0
7801127293966404529,PHILIPPINES,CEBU,CENTRAL VISAYAS,,
-6580579273452077518,THAILAND,UDON THANI,UDON THANI,Hotel,4.0
-1079305340357875571,THAILAND,PHUKET,,Hotel,4.0
-184748752513742610,PHILIPPINES,ILOILO,VI,,
-5247349901942515732,THAILAND,KRABI,,Hotel,5.0
-1037337432311808228,THAILAND,CHIANG MAI,,Hotel,4.0
-9062675464834701289,THAILAND,HAT YAI,SONGKHLA,,
-1273346791724147112,THAILAND,BANGKOK,,,
-1944142476393638566,THAILAND,CHIANG RAI,CHIANG RAI,Hotel,2.5
8160607460184802684,THAILAND,CHIANG MAI,CHIANG MAI,Hotel,4.0
-1359680062341724367,PHILIPPINES,BORACAY,,Hotel,2.5
5016366136981668504,PHILIPPINES,ILOILO,,Hotel,2.5
256631220363362809,THAILAND,UDON THANI,UDON THANI,Hotel,4.0
-5171402111892990877,THAILAND,PATONG,PHUKET,,
4301699687138175044,THAILAND,BANGKOK,BANGKOK,Hotel,3.0
-8206716585267432972,THAILAND,BANG SAO THONG,SAMUT PRAKAN,Hotel,5.0
